referencia;numero;cnpj_cpf_cliente;descricao;servicos.referencia;servicos.quantidade;servicos.complemento;data_vigencia_inicial;data_vigencia_final;observacao_nao_fiscal;servicos.valor_unitario;dia_vencimento;data_primeiro_vencimento;data_proximo_reajuste;codigo_vendedor;situacao;recorrencia;tipo_faturamento;indice_reajuste;codigo_banco_conta;codigo_forma_pagamento;codigo_plano_contas;codigo_condicao_pagamento;observacao_fiscal
1821;1821;13.996.051/0005-90;ASP Varejo - Hiper 2024 (ASP Softwares Brusque) - Mensal;7;1;;15/10/2024;;Fidelidade 14/10/2025;259,80;10;10/02/2025;15/10/2025;1;1;1;1;0;14;5;89;;
1831;1831;34.231.404/0001-08;ASP Varejo - Hiper 2024 (ASP Softwares Brusque) - Mensal;7;1;;17/10/2024;;Fidelidade 16/04/2025;247,84;20;20/02/2025;17/10/2025;1;1;1;1;0;14;5;89;;
1825;1825;26.033.929/0001-00;ASP Varejo - Hiper 2024 (ASP Softwares Brusque) - Mensal;7;1;;21/10/2024;;Fidelidade 20/10/2025;305,00;20;20/02/2025;21/10/2025;1;1;1;1;0;14;5;89;;
1856;1856;31.387.572/0001-07;ASP Varejo - Hiper 2024 (ASP Softwares Brusque) - Mensal;7;1;;22/10/2024;;Fidelidade 21/10/2025;250,00;20;20/02/2025;22/10/2025;1;1;1;1;0;14;5;89;;
1983;1983;57.834.402/0001-09;ASP Varejo - Hiper 2024 (ASP Softwares Brusque) - Mensal;7;1;;30/10/2024;;Fidelidade 29/10/2025;201,94;25;25/02/2025;30/10/2025;1;1;1;1;0;14;5;89;;
1992;1992;36.539.601/0001-14;ASP Varejo - Hiper 2024 (ASP Softwares Brusque) - Mensal;7;1;;31/10/2024;16/12/2024;Fidelidade 30/10/2025;220,00;25;25/02/2025;;1;2;1;1;0;14;5;89;;
1800;1800;00.736.605/0001-45;ASP Varejo - Hiper 2024 (ASP Softwares Brusque) - Mensal;7;1;;17/09/2024;16/01/2025;Fidelidade 16/09/2025;220,00;10;10/02/2025;;1;2;1;1;0;14;5;89;;
1304;1304;13.884.464/0001-50;ASP Hiper Mini 2024 (ASP Softwares Brusque) - Mensal;2;1;;01/04/2024;23/01/2025;Fidelidade 31/03/2025;139,07;23;23/02/2025;;1;2;1;1;0;14;5;89;;
1995;1995;33.885.462/0001-92;ASP Varejo - Hiper 2024 (ASP Softwares Brusque) - Mensal;7;1;;31/10/2024;;Fidelidade 30/10/2025;220,50;25;25/02/2025;31/10/2025;1;1;1;1;0;14;5;89;;
1998;1998;53.565.353/0001-03;ASP Varejo - Hiper 2024 (ASP Softwares Brusque) - Mensal;7;1;;01/11/2024;;Fidelidade 31/10/2025;259,90;5;5/02/2025;01/11/2025;1;1;1;1;0;14;5;89;;
2104;2104;57.511.241/0001-12;ASP Varejo - Hiper 2024 (ASP Softwares Brusque) - Mensal;7;1;;27/11/2024;;Fidelidade 26/11/2025;269,00;10;10/02/2025;27/11/2025;1;1;1;1;0;14;5;89;;
2113;2113;33.520.037/0001-08;ASP Varejo - Hiper 2024 (ASP Softwares Brusque) - Mensal;7;1;;29/11/2024;;Fidelidade 28/11/2025;259,90;15;15/02/2025;29/11/2025;1;1;1;1;0;14;5;89;;
1340;1340;11.206.209/0001-22;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;01/05/2024;10/02/2025;Fidelidade 30/04/2025;598,50;10;10/02/2025;;1;2;1;1;0;14;5;89;;
2133;2133;38.163.185/0001-28;ASP Hiper Mini 2024 (ASP Softwares Brusque) - Mensal;2;1;;16/12/2024;;Fidelidade 15/12/2025;159,90;15;15/02/2025;16/12/2025;1;1;1;1;0;14;5;89;;
2145;2145;09.554.290/0001-90;ASP Varejo - Hiper 2024 (ASP Softwares Brusque) - Mensal;7;1;;06/01/2025;;Fidelidade 05/01/2026;235,90;15;15/02/2025;06/01/2026;1;1;1;1;0;14;5;89;;
2148;2148;54.119.184/0001-32;ASP Varejo - Hiper 2024 (ASP Softwares Brusque) - Mensal;7;1;;09/01/2025;;Fidelidade 08/01/2026;299,98;5;5/02/2025;09/01/2026;1;1;1;1;0;14;5;89;;
2157;2157;46.232.961/0001-22;ASP Varejo - Hiper 2024 (ASP Softwares Brusque) - Mensal;7;1;;14/01/2025;;Fidelidade 13/01/2026;279,90;14;14/02/2025;14/01/2026;1;1;1;1;0;14;5;89;;
2154;2154;40.304.196/0001-22;ASP Hiper Mini 2024 (ASP Softwares Brusque) - Mensal;2;1;;16/01/2025;;Fidelidade 15/01/2026;159,90;15;15/02/2025;16/01/2026;1;1;1;1;0;14;5;89;;
2163;2163;10.380.090/0001-47;ASP Varejo - Hiper 2024 (ASP Softwares Brusque) - Mensal;7;1;;17/01/2025;;Fidelidade 16/01/2026;279,90;15;15/02/2025;17/01/2026;1;1;1;1;0;14;5;89;;
2169;2169;03.899.243/0001-00;ASP Varejo - Hiper 2024 (ASP Softwares Brusque) - Mensal;7;1;;17/01/2025;;Fidelidade 16/01/2026;449,90;15;15/02/2025;17/01/2026;1;1;1;1;0;14;5;89;;
2171;2171;00.736.605/0001-45;ASP Varejo - Hiper 2024 (ASP Softwares Brusque) - Mensal;7;1;;17/01/2025;;Fidelidade 16/01/2026;220,00;10;10/02/2025;17/01/2026;1;1;1;1;0;14;5;89;;
2174;2174;58.846.137/0001-41;ASP Varejo - Hiper 2024 (ASP Softwares Brusque) - Mensal;7;1;;20/01/2025;;Fidelidade 19/01/2026;339,90;15;15/02/2025;20/01/2026;1;1;1;1;0;14;5;89;;
2181;2181;13.884.464/0001-50;ASP Varejo - Hiper 2024 (ASP Softwares Brusque) - Mensal;7;1;;23/01/2025;;Fidelidade 22/01/2026;220,00;23;23/02/2025;23/01/2026;1;1;1;1;0;14;5;89;;
2177;2177;36.053.912/0001-79;ASP Varejo - Hiper 2024 (ASP Softwares Brusque) - Mensal;7;1;;24/01/2025;;Fidelidade 23/01/2026;259,90;25;25/02/2025;24/01/2026;1;1;1;1;0;14;5;89;;
2184;2184;58.415.426/0001-96;ASP Varejo - Hiper 2024 (ASP Softwares Brusque) - Mensal;7;1;;27/01/2025;;Fidelidade 26/01/2026;319,80;25;25/02/2025;27/01/2026;1;1;1;1;0;14;5;89;;
2198;2198;55.700.169/0001-46;ASP Varejo - Hiper 2024 (ASP Softwares Brusque) - Mensal;7;1;;30/01/2025;;Fidelidade 29/01/2026;279,90;5;5/02/2025;30/01/2026;1;1;1;1;0;14;5;89;;
2203;2203;33.520.037/0002-80;ASP Varejo - Hiper 2024 (ASP Softwares Brusque) - Mensal;7;1;;30/01/2025;;Fidelidade 29/01/2026;159,90;5;5/02/2025;30/01/2026;1;1;1;1;0;14;5;89;;
2212;2212;28.037.691/0001-17;ASP Varejo - Hiper 2024 (ASP Softwares Brusque) - Mensal;7;1;;31/01/2025;;Fidelidade 30/01/2026;299,90;22;22/02/2025;31/01/2026;1;1;1;1;0;14;5;89;;
2226;2226;02.103.100/0001-79;ASP Varejo - Hiper 2024 (ASP Softwares Brusque) - Mensal;7;1;;31/01/2025;;Fidelidade 30/01/2026;499,90;4;4/02/2025;31/01/2026;1;1;1;1;0;14;5;89;;
2232;2232;59.148.476/0001-17;ASP Varejo - Hiper 2024 (ASP Softwares Brusque) - Mensal;7;1;;03/02/2025;;Fidelidade 02/02/2026;269,90;4;4/02/2025;03/02/2026;1;1;1;1;0;14;5;89;;
2243;2243;56.309.229/0001-67;ASP Varejo - Hiper 2024 (ASP Softwares Brusque) - Mensal;7;1;;05/02/2025;;Fidelidade 04/02/2026;559,90;15;15/02/2025;05/02/2026;1;1;1;1;0;14;5;89;;
2259;2259;07.362.119/0001-53;ASP Varejo - Hiper 2024 (ASP Softwares Brusque) - Mensal;7;1;;13/02/2025;;Fidelidade 12/02/2026;319,90;1;01/03/2025;13/02/2026;1;1;1;1;0;14;5;89;;
2262;2262;18.555.179/0001-09;ASP Varejo - VHSys 2024 (ASP Softwares Brusque) - Mensal;10;1;;14/02/2025;;Fidelidade 13/02/2026;289,90;1;1/02/2025;14/02/2026;1;1;1;1;0;14;5;89;;
2241;2241;53.416.876/0001-80;ASP Varejo - Hiper 2024 (ASP Softwares Brusque) - Mensal;7;1;;20/02/2025;;Fidelidade 03/02/2026;349,90;20;20/02/2025;20/02/2026;1;1;1;1;0;14;5;89;;
2208;2208;02.103.100/0001-79;ASP Varejo - Hiper 2024 (ASP Softwares Brusque) - Mensal;7;1;;05/03/2025;;Fidelidade 30/01/2026;279,90;4;4/02/2025;05/03/2026;1;1;1;1;0;14;5;89;;
2229;2229;58.980.286/0001-07;ASP Varejo - Hiper 2024 (ASP Softwares Brusque) - Mensal;7;1;;05/03/2025;;Fidelidade 30/01/2026;259,90;4;4/02/2025;05/03/2026;1;1;1;1;0;14;5;89;;
2214;2214;07.345.326/0001-08;ASP Varejo - Hiper 2024 (ASP Softwares Brusque) - Mensal;7;1;;15/03/2025;;Fidelidade 14/03/2026;269,90;20;20/02/2025;15/03/2026;1;1;1;1;0;14;5;89;;
2210;2210;28.037.691/0001-17;ASP Varejo - Hiper 2024 (ASP Softwares Brusque) - Mensal;7;1;;22/03/2025;;Fidelidade 21/03/2026;234,00;22;22/02/2025;22/03/2026;1;1;1;1;0;14;5;89;;
