referencia;numero;data_vigencia_inicial;data_vigencia_final;Cliente (Razão Social);cnpj_cpf_cliente;codigo_banco_conta;codigo_forma_pagamento;servicos.complemento;servicos.referencia;dia_vencimento;data_primeiro_vencimento;observacao_nao_fiscal;servicos.valor_unitario;servicos.quantidade;codigo_vendedor;situacao;recorrencia;tipo_faturamento;indice_reajuste
2021/00031;2021/00031;23/04/2021;23/04/2025;GCA - DISTRIBUIDORA COMERCIAL DE ALIMENTOS LTDA;77.698.017/0001-99;2;5;SIGMA SAAS ¿ 2 usuários gestores Contrato de manutenção 60 horas ano/ 5 horas mês;1;10;10/10/2024;2% de juros por atraso Variação IPCA Cancelado segundo email do dia 11/06;1616,88;1;1;1;1;0;0
2024/00004;2024/00004;21/02/2024;21/02/2025;GCA - DISTRIBUIDORA COMERCIAL DE ALIMENTOS LTDA;77.698.017/0001-99;2;5;Referente a SERVIÇOS de aumento de processamento de dados na nuvem e troca de servidor web + Serviço web de site seguro HTTPS + serviço web de dupla autenticação.  R$192,00 +R$ 940,00 = R$1.132,00 pelos serviços de proteção e aumento do processador.;1;10;10/10/2024;2% de juros por atraso Variação IPCA cancelado conforme email de 11/06;1132;1;1;1;1;0;0
2020/00086;2020/00086;23/03/2018;11/09/2024;SUPERMERCADO GUANABARA S.A.;94.846.755/0022-80;2;5;Contrato de Manutenção Plano Master;1;10;10/10/2024;Reajuste anual indice IGPM Reajuste em 11/09/2021, recebido por auditoria da Tamires. Adendo em anexo vigencia 11/09/2022.;1074,87;1;1;1;1;0;0
2020/00102;2020/00102;17/09/2020;03/07/2025;TDC DISTRIBUIDORA DE COMBUSTIVEIS S/A;01.241.994/0003-62;2;5;Serviço Mensal  de PCM Sigma;1;10;10/10/2024;Reajustar valor 2021 indice IGPM -  Adendo com alteração de horas, de 7,5 para 6 horas, em 03/07/2021, adendo em anexo. Valor reajustados mas nao veio adendo assinado 11/07/2024;733,67;1;1;1;1;0;0
2021/00032;2021/00032;19/07/2021;19/07/2025;TECPARTS DO BRASIL INDUSTRIA E COMERCIO LTDA.;05.757.520/0001-67;2;5;MENSALIDADE SIGMA - Licenciamento de Software e Prestação de Serviços Relacionados - SaaS PEDIDO- 117674;1;10;10/10/2024;Cliente tem 2 faturamentos 1 anual e 1 mensal;363,75;1;1;1;1;0;0
2021/00033;2021/00033;11/07/2023;11/07/2025;TECPARTS DO BRASIL INDUSTRIA E COMERCIO LTDA.;05.757.520/0001-67;2;5;ANUIDADE CLOUD - Licenciamento de Software e Prestação de Serviços Relacionados - SaaS - 1 USUÁRIO;1;10;10/10/2024;Cliente tem 2 faturamentos 1 anual e 1 mensal enviado adendo aguardando assinado 11-07;2455,74;1;1;1;12;0;0
2024/00010;2024/00010;28/05/2024;28/05/2025;TECPARTS DO BRASIL INDUSTRIA E COMERCIO LTDA.;05.757.520/0001-67;2;5;Atualmente possui um contrato anual de Software as a Service (SaaS) que cobre um usuário e optou por adicionar mais um usuário ao seu plano, pagamento mensalmente por este.;1;10;10/10/2024;N/D;300;1;1;1;1;0;0
2020/00032;2020/00032;11/03/2021;11/03/2025;TRACTORCOMPONENTS PEÇAS P/TRATORES E MAQS. AGRÍCOLAS LTDA;12.331.075/0001-34;2;5;Serviço Mensal  de PCM Sigma;1;10;10/10/2024;Reajuste anual  Vigência anual Reajuste anual índice IGPM;1878,46;1;1;1;1;0;0
2020/00005;2020/00005;27/09/2017;22/11/2024;TUTIPLAST INDUSTRIA E COMERCIO LTDA;84.501.873/0001-78;2;5;Licenciamento SaaS SIGMA PDCA 8 Usuarios;1;10;10/10/2024;ENVIADO ADENDO 02/07 AGUARDANDO ALTERAR DATA VIGENCIA FINAL ERA 27/03/2020 coloquei para 31/12/2021 pois não estava faturando *Reajuste autorizado Sr. Abrahao email Tamires em 10/08/2021 ajustado antes de cliente assinar o adendo Reajuste em 10/2021 adendo em anexo faturar 10/2021 - 2.737,81 em 26/112021 - adicional de usuário 160,00 passando para 2.897,81 adendo em anexo. adendo em 14/12/2021 - adendo para 3057,00 - tive que cancelar nota 1389 -Segundo tamires enviou email com adendo.....;3798,3;1;1;1;1;0;0
2020/00023;2020/00023;17/03/2021;16/03/2025;UNICASA INDUSTRIA  DE MOVEIS S/A;90.441.460/0001-48;2;5;Serviço Mensal  de PCM Sigma;1;10;10/10/2024;Reajuste anual índice IGPM;1054,68;1;1;1;1;0;0
2020/00040;2020/00040;19/06/2015;16/06/2021;UNIFERTIL UNIVERSAL FERTILIZANTES LTDA;87.249.561/0001-07;2;5;Serviço Mensal  de PCM Sigma;1;10;10/10/2024;Cancelaram o contrato por problemas financeiros. até10/01/2021;1250,46;1;1;1;1;0;0
2020/00053;2020/00053;23/04/2018;30/09/2024;VALE GRANDE IND E COM DE ALIMENTOS SA (2);06.088.741/0001-52;2;5;Contrato de Manutenção do Sistema Sigma ( Plano básico);1;10;10/10/2024;AGUARDANDO ADENDO 02/07 Reajuste anual indice IGPM **Alterei data de vigencia de 23/10/2020 a 31/12/20219 - Omie não faturava Mari REAJUSTE EM 01/09/2021 SEM ADENDO CONF EMAIL;1250,34;1;1;1;1;0;0
2020/00010;2020/00010;21/06/2018;12/01/2025;VALPASA INDUSTRIA DE PAPEL LTDA;85.155.414/0001-42;2;5;Serviço Mensal  de PCM Sigma;1;10;10/10/2024;ENVIADO EMAIL AGUARDANDO ADENDO 02/07.  Adendo recebido em 16/07/2021 renovado por 1 ano;608,8;1;1;1;1;0;0
2021/00011;2021/00011;16/03/2021;16/03/2024;VENOSAN BRASIL LTDA;02.193.012/0001-05;2;5;Serviços prestados;1;10;10/10/2024;Reajuste anual indice IGPM;1167,99;1;1;1;1;0;0
2020/00101;2020/00101;27/06/2022;27/06/2025;VIA APPIA CONCESSOES S.A.;52.538.988/0001-40;2;5;Contrato de Manutenção e suporte técnico SIGMA;1;10;10/10/2024;Pedir OC para faturar dezembro;1955,8;1;1;1;1;0;0
2020/00018;2020/00018;22/02/2013;21/09/2025;VIPRADO INDUSTRIA E COMÉRCIO DE VIDROS LTDA;94.352.903/0001-85;2;5;Serviço Mensal  de PCM Sigma;1;10;10/10/2024;Reajuste anual indice IGPM ENVIADO ADENDO AO CLIENTE FALTA ELE RETORNAR 02/07;1295,99;1;1;1;1;0;0
2021/00015;2021/00015;08/03/2021;08/03/2025;VIRTUAL INFRAESTRUTURA E ENERGIA LTDA;08.144.338/0001-29;2;5;Processamento e armazenamento de dados - Saas 3 usuários Pagto via deposito ITAU AG 6383 C/C 14169-1;1;10;10/10/2024;Reajuste anual indice IPCA;715,29;1;1;1;1;0;0
2024/00007;2024/00007;21/05/2024;21/05/2025;VIRTUAL INFRAESTRUTURA E ENERGIA LTDA;08.144.338/0001-29;2;5;ativação de segurança aprimorada Pagto via deposito ITAU AG 6383 C/C 14169-1;1;10;10/10/2024;Reajuste anual indice IPCA;192;1;1;1;1;0;0
2024/00011;2024/00011;10/06/2024;10/06/2025;VIRTUAL INFRAESTRUTURA E ENERGIA LTDA;08.144.338/0001-29;2;5;contrato de manutenção e contrato sigma;1;10;10/10/2024;N/D;3100;1;1;1;1;0;0
2020/00089;2020/00089;20/07/2020;18/08/2022;VULCAFLEX INDUSTRIA E COMERCIO LTDA;38.619.045/0001-11;2;5;Contrato de manutenção PCM SIGMA PDCA;1;10;10/10/2024;Reajustar VALOR em 07/2021 indice IGPM **alterei data de vigencia 19/07/2021 para 31/12/2021 - Omie não estava faturando - Mari Adendo recebido em 18/08 de 500 para 525 - alterado, anexado;525;1;1;1;1;0;0
2020/00036;2020/00036;05/12/2016;20/07/2024;ZF AUTOMOTIVE BRASIL LTDA.;60.857.349/0029-77;2;5;Contrato de Manutenção;1;10;10/10/2024;ENVIADO ADENDO 02/07 AGUARDANDO RETORNO MUDAR DADOS Reajuste anual indice IGPM ADENDO AJUSTADO EM 20/07/2021 PARA 884,34.;1028,09;1;1;1;1;0;0
2020/00049;2020/00049;18/09/2013;31/12/2021;ZODIAC-PRODUTOS FARMACEUTICOS S.A.;55.980.684/0001-27;2;5;Contrato de Manutenção - Kit básico;1;10;10/10/2024;ENVIADO REAJUSTE 02/07 ESPERANDO RETORNO, MUDAR DADOS **Alterei data de vigencia de 18/03/2016 a 31/12/20219 - Omie não faturava Mari - dia 10/08/20201 cliente solicitou cancelamento por email para SR Abrahao - dia 24/08/2021  Abrahao enviou Whats informando que último faturamento é de agosto e o mesmo deve ser cancelado no sistema.  WHATS: Pessoal, a zodiac cancelou o contrato conosco. Assim sendo a cobrança que foi é a última a ser cobrada. Não emitam mais cobrança e informem no sistema que eles não possuem mais contrato. Nem poderão ter suporte. Ok;350;1;1;1;1;0;0
